3.488628513311528567e-02,-3.684517120080593039e-03,-1.622059534169094505e-03,-3.206885600648736595e-02,-2.236047956226261306e-06,-1.416395707228119104e-02,-2.407503500017409495e-02,-4.335452522789193935e-02,3.089968031268060443e-07,-2.507656135978430156e-05,-1.625379495240562031e-03,2.217100844664847761e-02,-1.653111135386588562e-02,-3.756226035914979333e-02,-2.996285316333096443e-03,-5.035210512727306825e-03,4.496452272429763558e-02,-1.380582665967313577e-02,2.409026118594362938e-03,1.082225780337882359e-02,-2.422256817327484574e-02,-9.939054543758502752e-03,-3.602157411335992626e-02,3.150592630743749675e-05,2.633268709069286687e-02,2.152826304286727804e-02,1.500604036672576434e-04,-2.842224210635020960e-05,8.616887230511124669e-05,3.945587417043721484e-02,3.677206543839455857e-07,3.646445328930241619e-02,-4.774715892642061865e-02,-1.913698139841593648e-02,-6.600327242820106487e-03,-1.659812555999841746e-02,-3.510093533826039169e-02,-1.164544299711964877e-03,1.656963007568101973e-03,-4.945035417610814388e-02,2.658779972086196372e-04,-1.203315787755914086e-02,5.997060448372270106e-04,-3.520611690496272452e-03,-2.382074675417037574e-02,3.413620709915540785e-02,-8.183620032875058969e-04,-9.436864264656864452e-04,-9.391383798150869724e-03,-9.156110197117598576e-03
2.094334422981528401e-02,5.522596152265609251e-04,-2.457571660920162757e-02,3.827525376986763705e-02,-3.395644214641205250e-02,-9.179266516940945628e-06,-1.919179413509236945e-02,1.622436001792764142e-06,4.553850989072900923e-02,-2.971238729266100984e-02,-4.467186069506804552e-02,3.108106547029597526e-06,-3.557477367624698773e-03,-1.673652392524989510e-05,2.298862595950778784e-03,-3.498432261356396178e-02,-1.475746573477619214e-02,4.322582625094863235e-07,-2.064424638029496023e-02,4.546610464599066577e-05,4.273987437152684810e-02,1.465501631982689835e-03,-4.336071406930976785e-02,1.021228653648350400e-03,1.355206706976593185e-02,-1.374886803496115910e-04,1.053429248117014778e-02,9.210401639589022374e-03,3.291146497165915968e-04,-5.221070329370295499e-02,-2.226796555217100664e-03,1.696004891147061830e-03,-5.202779462857765741e-02,-2.460011483822955453e-02,-4.225051429483171750e-02,4.598733954144627704e-03,4.128646934290717222e-07,-1.276571920261507752e-02,-5.697516354842098972e-03,-1.043226656506667308e-02,-3.935113424266248328e-02,-2.913150642357731877e-03,5.225409681834762565e-04,8.702128474445451622e-03,-7.423771172824111808e-03,-1.083698075037735870e-05,-1.700953160106500467e-02,-6.204665970136747678e-03,4.809480959825047713e-06,1.471581200834403325e-04
1.694705434170882749e-02,9.592759883451361380e-02,-1.418134260958563431e-01,1.350029616148593612e-05,1.103894513313460543e-03,-1.366606208572180570e-01,-1.158451485651976753e-01,2.497711212783898255e-03,-9.602696472600244450e-05,5.427877377668828551e-02,-1.065645991747020925e-03,4.490002124481668605e-02,1.823251868703565370e-02,-1.457725784998576968e-01,-1.493395078826363978e-02,1.665445966908810915e-01,1.870890074384674471e-03,-3.062807553354969774e-03,-1.615167894790541236e-01,-1.479323134437589456e-02,-9.601799637161468823e-03,-7.384478048434909929e-05,9.105948460315410609e-02,1.701984755278268188e-02,4.854028302205055934e-02,1.344380039996985743e-01,5.831584431309921185e-02,2.724484017568455652e-02,1.431776732795143371e-02,9.213558647504979660e-02,-2.222188766920217486e-07,-1.339095293473786530e-01,1.312789942863581624e-02,-1.445083084461472600e-01,1.096205097080184404e-01,3.850193891224651317e-07,-1.218051963460085457e-01,-5.538095871763420823e-03,-8.361274566906491679e-02,3.593198039888941681e-02,-6.460315285111557955e-03,1.915324457939147629e-01,-1.039926701966482625e-01,5.015932047787113879e-02,6.428530961783844588e-02,-2.005585160589546390e-01,-3.170315170033706498e-02,-6.390934079147873176e-03,-9.606189787745733502e-05,-1.542045051837235160e-03
-3.134022675122780099e-02,7.277103072420333663e-03,5.679686185050867447e-02,1.274150798425285717e-02,-3.633262726124083120e-03,-1.498350766647409682e-01,-5.239979595925402939e-02,-2.522430146331944810e-03,2.248736333102934956e-02,-3.722773095414746297e-02,-1.711345235065088802e-02,-7.564344817740871474e-02,1.659365988458462726e-01,1.161205866688438393e-01,3.384840195383014005e-02,1.855917445348177763e-01,-1.131731408200249978e-01,-2.526899187911509960e-07,-1.397997790441455890e-01,3.810389404962416700e-06,1.021167891707804441e-05,-2.396888636160197927e-01,-8.588382326585058957e-02,4.027840164733240483e-03,-2.414750356494265449e-01,-4.821906816334717641e-03,2.442277444719463120e-01,2.598706694919120097e-01,-1.264904331027172923e-01,1.582266075927747373e-01,1.836118152886844041e-05,1.781170166651588338e-01,-7.800022447737775880e-03,-2.012300285221702845e-01,-4.802032559341348761e-02,-1.026620492207671043e-01,1.031028855048198162e-01,-1.009929900625581092e-02,1.393288591879525418e-01,-1.053685440710096649e-01,7.070856581119965879e-03,-1.398850225833062899e-01,5.360788196049567217e-02,-2.896868740367788964e-02,-1.500267573681078048e-01,6.929456701368108193e-03,7.240379660700792253e-02,-3.286593232323777730e-02,1.184276686922955402e-02,1.563436903542232692e-02
-4.086510451564555583e-06,6.158184122710253124e-03,-4.264163146058238504e-07,6.252992633398312718e-03,1.792356073252462934e-02,-2.755050597667299192e-02,-1.486538635988337263e-02,3.745671603570467634e-02,-4.363562076135480272e-07,-5.892762720017578719e-03,-1.098255983795527020e-06,2.687264304205961608e-03,8.311644217735584205e-05,1.231953014809057837e-05,-3.451104180872398980e-02,4.123440729193864063e-02,-1.676881773543202224e-03,-4.614758802896607760e-03,2.019195564458523497e-05,-3.226398837541879366e-02,3.013697259625902885e-03,-3.430902989698309674e-02,1.802437495527356090e-02,-5.826257401888363567e-04,-5.890844365031350748e-03,2.749727480322754648e-03,3.462587033675808279e-02,-6.992043008510417067e-03,6.036686049277564407e-05,6.334228565191014340e-04,-1.716776512256978416e-04,4.918978706470777951e-02,1.185613387914878896e-03,-3.916768948378866744e-02,2.893209890226418682e-02,2.140548677808115641e-02,-1.723016740439451029e-03,-1.909843723660022835e-02,9.150842729684881272e-03,4.858859083966391573e-02,-8.170848447524749550e-03,-4.536272626801951535e-03,-2.761866892531841117e-02,-1.094011735411191022e-04,-2.468684017586065052e-02,-1.354099642106491993e-03,1.037149928523456617e-02,-7.614984198459286320e-03,2.563618001991963338e-02,-5.361211263379771913e-02
-1.624242830479159794e-02,-1.059565614389983701e-01,-2.148689203851762430e-01,7.022911621812150118e-02,3.315073124840550028e-02,1.552129153360113645e-01,-6.640888008722443947e-02,2.158502370092885495e-02,-4.318218070846324003e-02,1.725974138110644707e-01,-2.927163781944096589e-07,-1.970652278629439758e-01,3.215101994953941111e-01,8.296219596898435356e-02,1.656717311305713758e-01,9.175946424712912164e-02,8.216683024012162717e-02,3.076208032235866301e-03,-6.309892441182415879e-02,3.560889154797688277e-02,4.360810274294928645e-07,-3.231016140625533883e-02,1.759564963441713203e-01,-3.672360917066742197e-02,-5.815061612889801945e-02,-8.160852864239044602e-02,8.686104619842123509e-02,2.177134175493480317e-01,-1.025876224713641177e-01,4.060769607687213234e-02,-4.370017781092830345e-02,1.770747713789543598e-01,-1.653802999238751514e-01,3.956993824510215280e-02,-1.089360157880399776e-01,-1.422723019705934566e-01,2.453177407254897302e-02,3.073993037983625403e-05,1.350316434139799682e-01,-2.269615633237105912e-01,-8.770743090816641649e-04,-3.438618829122194048e-02,-2.115686558917861670e-01,2.996599628799454518e-01,-1.139049038969635746e-01,-2.572850229941140137e-03,2.910841064122021704e-01,-2.974083942832301819e-01,-3.961069419041245848e-02,-1.080722926956677044e-01
-4.325654176895434022e-02,1.540165825974091351e-01,-7.382459581587338948e-02,-2.331643899661475414e-04,-2.424848231622070763e-02,4.216797335538879921e-02,1.701232755993378634e-04,-4.864108017045790100e-02,9.626503855804945803e-03,3.920592543736772101e-02,1.533063609350575839e-04,6.155380353344823419e-02,-1.542522885237517793e-01,-5.510356657015549279e-04,-4.826915203479501676e-03,-2.135355107904415677e-03,-8.356189400705640868e-02,3.420657296574410988e-03,1.113392805163249955e-01,2.882635092616374350e-03,2.313065506893719828e-05,1.059537653303702261e-02,2.774063190855344252e-02,-3.789157343989721718e-03,1.878809765636222859e-02,1.124638504876786238e-01,9.292200574078736397e-02,3.819348475826225991e-07,-1.027333796519560860e-01,-1.844250145541586478e-02,6.727256013316095656e-03,-1.292414482274361343e-01,-1.913184753750048900e-02,3.336115261183438679e-02,-2.688116650756809819e-04,-2.026993710304300558e-03,-3.952743115179714606e-02,4.201722347354848452e-02,-1.215523372601717556e-01,-9.094318297181619437e-02,2.121020511578853435e-03,1.236339283197841407e-02,4.524370298281818470e-02,-1.057280596014534280e-01,1.081902377015342143e-01,1.693523752676699343e-02,3.526512883984637969e-02,-4.106838499701679496e-02,-6.460490578294239908e-03,-4.257490161709044177e-06
2.444289724426739301e-05,3.451278355142629178e-02,1.799511042763787089e-04,-2.159891010761474245e-02,1.733324485289937378e-02,1.671120824658579862e-02,1.804609803132266321e-02,-1.032695161679232122e-02,5.337098342738483617e-03,-8.757533269374069996e-04,3.856317286589339838e-02,-4.297599064221090115e-02,1.128888884610102818e-02,-2.796154927350729541e-02,-5.719696313990190427e-03,-2.285142084290087486e-02,-2.514872993738325249e-02,-2.867267833653052572e-03,-2.120898528603051055e-03,-2.596616870546884434e-02,1.308970082026311883e-02,-2.966107333121088471e-02,6.045788311340501847e-04,9.953743712858512810e-03,9.589055799612958069e-04,-5.910412114994059718e-03,-3.474136679119928933e-02,1.620322946837085565e-04,-1.664493744956826386e-04,4.739224651960201318e-03,-2.730805325946242951e-02,3.904837686618255503e-04,-2.788687260221843402e-03,5.238980921420787612e-02,2.139323535435434798e-02,-1.813534210060964089e-02,8.852475931286022531e-04,-2.796986367742303886e-02,7.863772043198456524e-04,-3.180836687689495013e-02,-1.078279767151712488e-07,6.052159518355991474e-03,-4.869814672092839802e-02,1.522704109235070312e-04,-3.390336590295075277e-03,-2.544881326350491649e-02,4.115447815792872983e-08,4.589275618121772121e-02,4.352051481549263156e-07,3.029063434685807418e-09
-1.858575978914832338e-02,-1.691704580360683940e-02,4.305071599388455433e-02,2.821410035431849359e-02,-8.298310323574170644e-03,-2.655739520629157250e-03,-1.159184194067773219e-02,-1.159698436939583625e-02,-2.507984360223312892e-02,3.422412828845698696e-02,-2.064483430632346934e-04,2.483959283501094989e-02,3.158718263709949350e-06,4.333834188392805224e-07,-1.402645381893368424e-02,-2.341612535728549230e-02,1.576248817730943136e-05,4.735274955005160059e-04,2.689829414739404803e-02,1.456348705469552758e-02,3.773835257246354463e-02,1.489062601727422948e-02,-4.145883864812389269e-02,1.697814756368259221e-03,3.223113843916558290e-07,-2.626691526368082376e-04,4.048968473115917115e-03,-1.410540410525061052e-03,-5.250309342980216676e-02,-4.538566774416775973e-02,2.660131973645513646e-03,1.743119233514883043e-02,1.104757032195940189e-03,3.334832742263248856e-02,3.302175333316857263e-05,3.040190335703716034e-03,6.577196685403680532e-05,1.034980539143504769e-02,-4.912139530496483809e-03,-2.611288498775064110e-02,2.372311799479241701e-03,4.227364432971052188e-02,2.405924599942523941e-07,-3.307405096559258573e-02,-2.659721496603986712e-02,-2.340619561274633054e-02,3.672869722634545132e-04,6.289980893722763033e-03,4.459256880186036887e-03,2.360730595109008373e-02
-3.840518510041762007e-02,-1.097359940665886338e-02,-1.932476409744225687e-01,-6.654950961179385838e-04,-3.414621188885633152e-02,5.906776574481088782e-02,4.996614223186542081e-02,1.107151685725379572e-02,-2.376912934977865583e-05,1.300758765169284237e-01,1.008058799959214713e-02,-4.692057613809152289e-02,7.043232456606715597e-02,-1.173475549085086084e-01,-8.374926677985172763e-02,2.569514154974009146e-02,1.087371846219895161e-01,1.457814091628190263e-03,-1.551171867584110464e-01,-4.475354040161487869e-05,7.501403963495201395e-03,-1.353917474870298086e-03,2.870639062333338321e-02,1.848204610475135193e-02,3.626016706702202535e-03,-2.039375480753036554e-02,-1.435692065002678597e-01,2.353061463763655992e-03,1.479589026108439065e-01,1.274233953236804384e-01,-2.613141820315147655e-03,1.288331821327047544e-01,8.677502667960554361e-02,1.892611832955428119e-01,1.228206972343664355e-01,-1.424971400194268746e-02,5.018644278773285589e-02,4.201909917226079316e-02,-1.486007388286901820e-01,-2.359201814479760032e-02,-2.867308027774323805e-07,-2.252198394391543906e-04,-1.620851537269445974e-01,1.782138969156453825e-02,-3.265384428253073623e-02,-1.224213968115804990e-01,-4.480829559208403686e-06,1.112580552181007959e-01,2.671112886131356279e-02,4.955081835812522734e-02
